OrderID,CustomerName,Email,Gender,Country,SignupDate,ProductCategory,Quantity,Price,OrderDate,Status
ORD1455,Patricia Davis,patricia.davis@example.com,Female,Germany,2022-01-06,Books,7,493.44,2022-08-03,Pending
ORD1127,Barbara Williams,barbara.williams@example.com,Male,United Kingdom,2021-05-04,Books,1,216.24,2022-03-21,Cancelled
ORD1323,James Rodriguez,james.rodriguez@example.com,Male,United States,2022-02-21,Toys,8,283.96,2022-09-25,Pending
ORD1396,Jennifer Williams,jennifer.williams@example.com,Female,United Kingdom,2022-10-25,Electronics,2,424.07,2023-07-30,Delivered
ORD1469,Linda Wilson,linda.wilson@example.com,Unknown,Australia,2022-01-17,Toys,1,188.06,2022-07-07,Delivered
ORD1131,Mary Davis,unknown@unknown.com,Female,Germany,2021-12-15,Home & Kitchen,1,459.03,2022-06-20,Pending
ORD1395,Mary Johnson,mary.johnson@example.com,Male,Australia,2022-11-04,Toys,5,82.62,2022-06-15,Returned
ORD1442,Jennifer Martinez,jennifer.martinez@example.com,Female,Germany,2022-08-20,Home & Kitchen,1,104.25,2022-03-12,Delivered
ORD1145,David Hernandez,david.hernandez@example.com,Female,United Kingdom,2023-04-02,Sports,3,498.75,2023-10-18,Cancelled
ORD1160,John Brown,john.brown@example.com,Female,Australia,2023-02-20,Home & Kitchen,5,209.31,2023-07-24,Cancelled
ORD1486,John Lopez,john.lopez@example.com,Male,United Kingdom,2021-07-09,Books,2,216.24,2021-09-29,Delivered
ORD1147,William Lopez,william.lopez@example.com,Male,Germany,2021-03-14,Toys,2,152.69,2021-05-24,Pending
ORD1202,Robert Smith,robert.smith@example.com,Female,United States,2022-02-03,Electronics,10,39.84,2022-11-23,Delivered
ORD1263,Sarah Anderson,sarah.anderson@example.com,Female,Germany,2021-02-27,Sports,7,145.9,2021-12-12,Cancelled
ORD1500,Linda Garcia,linda.garcia@example.com,Male,United States,2022-04-18,Toys,8,486.54,2023-02-22,Cancelled
ORD1324,William Williams,william.williams@example.com,Male,United Kingdom,2021-11-15,Electronics,1,298.3,2022-03-24,Delivered
ORD1411,John Anderson,john.anderson@example.com,Male,United Kingdom,2023-05-11,Books,5,467.81,2024-03-03,Delivered
ORD1488,Linda Lopez,linda.lopez@example.com,Male,Australia,2021-05-22,Clothing,5,328.75,2021-12-07,Delivered
ORD1262,Charles Jones,charles.jones@example.com,Female,Australia,2022-07-19,Books,10,50.78,2023-05-14,Pending
ORD1489,Susan Garcia,susan.garcia@example.com,Male,Canada,2022-11-03,Electronics,3,195.08,2023-10-13,Returned
ORD1249,Robert Smith,robert.smith@example.com,Female,Australia,2021-05-27,Books,4,23.62,2021-12-07,Pending
ORD1117,Sarah Martinez,sarah.martinez@example.com,Female,Germany,2021-10-30,Clothing,8,320.85,2021-06-11,Pending
ORD1464,Elizabeth Wilson,elizabeth.wilson@example.com,Female,Canada,2022-12-15,Books,8,19.34,2023-07-13,Pending
ORD1074,Patricia Rodriguez,patricia.rodriguez@example.com,Male,Germany,2023-06-06,Toys,6,498.0,2024-02-16,Delivered
ORD1370,Susan Gonzalez,susan.gonzalez@example.com,Male,United States,2021-12-04,Home & Kitchen,5,140.46,2022-03-28,Delivered
ORD1244,Jessica Thomas,jessica.thomas@example.com,Male,Australia,2022-05-09,Home & Kitchen,6,317.97,2023-07-02,Delivered
ORD1299,Jennifer Miller,jennifer.miller@example.com,Female,United States,2021-01-14,Books,7,302.93,2021-11-26,Returned
ORD1167,Sarah Smith,sarah.smith@example.com,Male,United Kingdom,,Sports,6,93.11,2021-10-07,Returned
ORD1355,Patricia Anderson,patricia.anderson@example.com,Male,United Kingdom,2023-06-12,Toys,2,150.1,2023-12-05,Cancelled
ORD1357,Richard Johnson,richard.johnson@example.com,Male,Australia,2021-05-23,Toys,5,128.03,2022-01-22,Cancelled
ORD1154,Karen Rodriguez,karen.rodriguez@example.com,Female,Australia,2022-01-30,Sports,3,34.03,2022-09-01,Returned
ORD1245,Elizabeth Miller,unknown@unknown.com,Female,Australia,2022-01-03,Sports,8,100.58,2022-09-11,Delivered
ORD1438,Jessica Garcia,jessica.garcia@example.com,Female,Germany,2022-09-25,Electronics,3,252.22,2023-01-22,Delivered
ORD1335,Michael Hernandez,michael.hernandez@example.com,Female,Germany,,Home & Kitchen,5,204.89,2024-01-12,Returned
ORD1158,William Thomas,william.thomas@example.com,Female,United Kingdom,2023-04-30,Home & Kitchen,2,74.52,2023-06-24,Cancelled
ORD1250,Linda Miller,linda.miller@example.com,Male,Germany,2023-02-28,Clothing,2,484.44,2024-02-07,Delivered
ORD1269,John Smith,john.smith@example.com,Female,Germany,2021-12-17,Electronics,2,75.47,2022-02-22,Returned
ORD1405,James Miller,james.miller@example.com,Male,Canada,2022-04-15,Home & Kitchen,2,135.09,2022-06-19,Delivered
ORD1282,Karen Davis,karen.davis@example.com,Male,Canada,2022-03-23,Electronics,4,132.91,2022-06-22,Returned
ORD1350,Michael Rodriguez,michael.rodriguez@example.com,Female,Australia,2022-09-17,Books,1,46.2,2023-06-20,Cancelled
ORD1108,Elizabeth Williams,elizabeth.williams@example.com,Male,Canada,2022-02-02,Toys,7,271.0,2022-05-02,Returned
ORD1081,Linda Davis,linda.davis@example.com,Male,Australia,,Toys,3,439.81,2021-08-09,Pending
ORD1498,William Gonzalez,william.gonzalez@example.com,Female,Australia,2021-07-01,Toys,6,343.26,2022-02-01,Returned
ORD1041,Richard Rodriguez,richard.rodriguez@example.com,Male,Canada,2021-12-27,Toys,5,331.29,2022-11-14,Pending
ORD1052,Karen Johnson,karen.johnson@example.com,Female,Australia,2022-06-09,Electronics,5,265.83,2023-04-12,Delivered
ORD1162,Mary Miller,mary.miller@example.com,Female,United States,2022-07-09,Books,2,283.13,2023-01-25,Pending
ORD1306,Barbara Hernandez,barbara.hernandez@example.com,Male,United States,2022-01-05,Clothing,2,210.43,2023-05-22,Cancelled
ORD1044,Mary Martinez,mary.martinez@example.com,Male,Australia,2023-01-31,Sports,3,417.68,2023-06-24,Pending
ORD1059,Elizabeth Garcia,elizabeth.garcia@example.com,Female,United Kingdom,2023-05-15,Toys,9,384.32,2023-08-07,Cancelled
ORD1393,James Lopez,james.lopez@example.com,Male,Canada,2021-05-28,Clothing,1,349.41,2022-05-20,Pending
ORD1125,David Davis,david.davis@example.com,Male,Australia,2021-04-05,Clothing,8,64.36,2022-04-30,Cancelled
ORD1416,William Wilson,william.wilson@example.com,Male,Canada,2021-05-06,Electronics,6,164.17,2021-09-29,Cancelled
ORD1420,Mary Brown,mary.brown@example.com,Female,Australia,2021-05-22,Home & Kitchen,3,483.09,2021-07-24,Returned
ORD1067,Susan Garcia,susan.garcia@example.com,Male,Australia,2023-03-22,Sports,7,341.31,2024-01-28,Delivered
ORD1365,William Wilson,william.wilson@example.com,Unknown,United Kingdom,2022-12-06,Books,2,326.9,2023-06-13,Delivered
ORD1382,Thomas Lopez,thomas.lopez@example.com,Female,United Kingdom,2022-11-02,Books,2,174.73,2023-02-14,Delivered
ORD1046,Linda Hernandez,linda.hernandez@example.com,Male,United Kingdom,2023-03-29,Electronics,3,122.78,2023-04-25,Returned
ORD1102,Michael Thomas,michael.thomas@example.com,Female,Australia,2021-11-30,Books,6,298.15,2022-09-08,Returned
ORD1379,Thomas Garcia,thomas.garcia@example.com,Female,Australia,2023-03-13,Toys,10,297.64,2023-05-20,Delivered
ORD1048,Robert Jones,robert.jones@example.com,Female,Germany,2022-09-12,Sports,2,385.64,2023-05-02,Returned
ORD1360,Sarah Thomas,sarah.thomas@example.com,Male,Germany,2022-01-22,Toys,7,62.27,2023-02-06,Delivered
ORD1016,William Rodriguez,william.rodriguez@example.com,Female,Australia,2022-04-07,Electronics,5,136.41,2023-07-13,Returned
ORD1240,Mary Brown,mary.brown@example.com,Female,Canada,2023-04-02,Toys,7,124.69,2023-12-25,Cancelled
ORD1138,Robert Gonzalez,robert.gonzalez@example.com,Male,Australia,2021-06-21,Clothing,1,220.52,2022-04-22,Pending
ORD1228,Patricia Miller,patricia.miller@example.com,Female,Canada,2021-03-14,Home & Kitchen,9,238.01,2021-04-11,Returned
ORD1412,Patricia Brown,patricia.brown@example.com,Male,Canada,2022-05-18,Books,2,445.41,2022-08-09,Pending
ORD1068,Barbara Lopez,barbara.lopez@example.com,Male,Canada,2022-08-11,Books,6,61.16,2023-02-26,Pending
ORD1426,David Williams,david.williams@example.com,Male,Unknown,2023-06-14,Electronics,1,418.5,2023-08-29,Delivered
ORD1391,Jessica Lopez,jessica.lopez@example.com,Male,United Kingdom,2022-02-04,Books,2,364.72,2022-04-11,Returned
ORD1390,Patricia Davis,patricia.davis@example.com,Female,United States,2021-03-28,Clothing,7,341.32,2021-08-30,Pending
ORD1388,James Brown,unknown@unknown.com,Male,United States,2022-10-05,Electronics,2,427.1,2023-10-29,Cancelled
ORD1272,Susan Miller,susan.miller@example.com,Female,Germany,2022-05-01,Electronics,2,145.39,2022-08-21,Returned
ORD1366,Jessica Davis,jessica.davis@example.com,Female,United States,2022-05-11,Clothing,2,431.79,2023-05-05,Returned
ORD1327,Patricia Brown,patricia.brown@example.com,Male,Germany,2022-05-08,Clothing,1,220.74,2022-10-15,Cancelled
ORD1203,Richard Miller,richard.miller@example.com,Male,Australia,2022-10-16,Sports,7,94.3,2023-01-05,Pending
ORD1128,Jennifer Rodriguez,jennifer.rodriguez@example.com,Male,United Kingdom,2022-07-18,Home & Kitchen,7,442.9,2023-04-23,Returned
ORD1496,Barbara Williams,barbara.williams@example.com,Female,Canada,2021-01-31,Clothing,10,497.93,2021-11-12,Cancelled
ORD1295,Karen Anderson,karen.anderson@example.com,Male,Canada,2023-02-01,Toys,7,123.84,2023-02-12,Cancelled
ORD1483,Elizabeth Miller,elizabeth.miller@example.com,Female,United Kingdom,2021-09-25,Toys,3,164.88,2021-10-13,Delivered
ORD1371,Elizabeth Thomas,elizabeth.thomas@example.com,Female,United States,2023-02-09,Sports,9,204.31,2024-01-27,Cancelled
ORD1156,Richard Jones,richard.jones@example.com,Male,United Kingdom,2023-06-10,Books,6,29.92,2024-01-03,Delivered
ORD1137,Richard Lopez,unknown@unknown.com,Female,Canada,2023-02-10,Home & Kitchen,9,117.62,2023-11-05,Returned
ORD1267,Mary Rodriguez,mary.rodriguez@example.com,Female,Germany,2022-06-11,Clothing,2,164.69,2022-11-13,Pending
ORD1340,John Anderson,john.anderson@example.com,Male,Germany,2022-08-13,Home & Kitchen,8,397.21,2022-11-11,Cancelled
ORD1135,Robert Hernandez,robert.hernandez@example.com,Female,United Kingdom,2021-04-14,Clothing,7,366.34,2021-08-14,Delivered
ORD1210,Elizabeth Anderson,elizabeth.anderson@example.com,Male,Canada,2023-01-18,Sports,1,265.77,2023-01-05,Delivered
ORD1211,James Williams,james.williams@example.com,Unknown,Australia,2022-06-05,Books,10,252.82,2022-06-17,Cancelled
ORD1499,Karen Davis,karen.davis@example.com,Male,Australia,2021-09-13,Books,2,302.66,2022-06-02,Cancelled
ORD1238,Charles Jones,charles.jones@example.com,Male,United Kingdom,2022-06-25,Electronics,3,419.62,2023-01-08,Returned
ORD1440,Jennifer Wilson,jennifer.wilson@example.com,Male,Unknown,2021-05-24,Books,10,96.73,2022-04-18,Cancelled
ORD1084,Linda Smith,linda.smith@example.com,Female,Germany,2022-01-04,Electronics,8,253.75,2022-06-13,Pending
ORD1119,Thomas Miller,thomas.miller@example.com,Female,United States,2023-01-18,Electronics,7,32.24,2023-04-18,Delivered
ORD1348,Karen Anderson,karen.anderson@example.com,Female,United States,2022-01-03,Clothing,6,31.77,2023-02-16,Returned
ORD1171,Linda Brown,linda.brown@example.com,Male,Canada,2022-12-12,Home & Kitchen,6,160.04,2023-11-06,Pending
ORD1418,Charles Smith,charles.smith@example.com,Female,Germany,2021-01-17,Books,5,203.17,2021-11-27,Returned
ORD1386,David Garcia,unknown@unknown.com,Male,Canada,2022-07-19,Clothing,6,404.83,2022-11-15,Pending
ORD1377,Susan Smith,susan.smith@example.com,Male,United States,2023-01-02,Clothing,4,491.55,2023-10-13,Pending
ORD1204,William Lopez,william.lopez@example.com,Female,Germany,2022-07-18,Books,8,216.24,2022-09-26,Delivered
ORD1060,Susan Lopez,susan.lopez@example.com,Female,Australia,2021-11-13,Clothing,6,223.1,2022-07-29,Cancelled
ORD1234,John Miller,john.miller@example.com,Female,Unknown,2022-10-26,Books,7,72.92,2023-10-18,Cancelled
ORD1106,Patricia Smith,patricia.smith@example.com,Male,Germany,2022-03-13,Books,3,200.81,2022-10-30,Returned
ORD1280,Patricia Hernandez,patricia.hernandez@example.com,Female,United States,2021-11-04,Home & Kitchen,4,260.11,2021-11-14,Returned
ORD1056,Joseph Martinez,joseph.martinez@example.com,Female,Unknown,2022-01-13,Electronics,10,292.26,2022-02-04,Cancelled
ORD1091,Sarah Wilson,sarah.wilson@example.com,Male,United Kingdom,2022-06-04,Sports,4,304.46,2023-05-01,Returned
ORD1169,James Thomas,james.thomas@example.com,Female,United Kingdom,2023-03-26,Electronics,9,25.68,2024-01-01,Pending
ORD1057,Thomas Jones,thomas.jones@example.com,Female,United Kingdom,2022-03-25,Toys,3,196.77,2022-04-21,Delivered
ORD1408,Susan Miller,susan.miller@example.com,Female,Australia,2023-03-24,Sports,7,115.85,2023-07-08,Returned
ORD1190,Barbara Miller,barbara.miller@example.com,Male,Germany,2022-04-03,Home & Kitchen,8,87.95,2023-02-21,Delivered
ORD1089,Patricia Johnson,patricia.johnson@example.com,Male,Australia,2021-08-11,Home & Kitchen,4,162.86,2022-01-23,Pending
ORD1300,John Smith,john.smith@example.com,Male,United Kingdom,2022-10-04,Books,3,87.22,2023-06-10,Delivered
ORD1025,Richard Gonzalez,richard.gonzalez@example.com,Male,Canada,2021-05-04,Books,6,11.26,2021-12-12,Returned
ORD1115,Patricia Smith,patricia.smith@example.com,Male,United States,2023-04-17,Books,3,49.22,2023-10-23,Cancelled
ORD1140,Susan Rodriguez,susan.rodriguez@example.com,Female,Australia,,Home & Kitchen,4,137.95,2023-04-05,Pending
ORD1463,Sarah Miller,unknown@unknown.com,Female,Germany,2022-05-11,Clothing,5,316.86,2022-10-10,Cancelled
ORD1032,John Rodriguez,john.rodriguez@example.com,Male,Germany,2022-04-25,Home & Kitchen,9,301.03,2023-01-03,Delivered
ORD1383,Sarah Rodriguez,sarah.rodriguez@example.com,Female,United States,2022-03-06,Home & Kitchen,3,35.09,2022-09-26,Delivered
ORD1445,Linda Wilson,linda.wilson@example.com,Male,United Kingdom,2021-05-10,Electronics,6,125.9,2022-01-11,Delivered
ORD1343,Sarah Davis,sarah.davis@example.com,Female,United Kingdom,2021-01-07,Sports,7,10.55,2021-10-01,Delivered
ORD1205,Michael Hernandez,michael.hernandez@example.com,Female,Germany,2021-02-08,Clothing,5,120.33,2021-09-01,Delivered
ORD1287,Jennifer Anderson,jennifer.anderson@example.com,Female,Canada,2021-06-11,Sports,3,397.36,2022-06-23,Pending
ORD1491,Joseph Wilson,joseph.wilson@example.com,Male,United States,2021-09-16,Home & Kitchen,1,181.66,2022-08-08,Delivered
ORD1248,John Hernandez,john.hernandez@example.com,Male,United States,2023-02-15,Home & Kitchen,9,293.08,2024-01-05,Cancelled
ORD1165,Linda Garcia,linda.garcia@example.com,Male,Australia,2021-07-08,Home & Kitchen,4,240.05,2022-07-06,Delivered
ORD1291,Barbara Johnson,barbara.johnson@example.com,Female,Canada,2022-07-27,Home & Kitchen,3,439.56,2023-04-25,Cancelled
ORD1257,Joseph Johnson,joseph.johnson@example.com,Male,United Kingdom,2021-09-02,Sports,10,377.82,2022-01-17,Pending
ORD1129,Jessica Lopez,jessica.lopez@example.com,Female,Canada,2023-11-04,Books,9,120.22,2023-08-13,Delivered
ORD1098,John Williams,john.williams@example.com,Male,United States,2022-09-21,Home & Kitchen,1,228.02,2023-04-02,Cancelled
ORD1124,Mary Jones,mary.jones@example.com,Male,Canada,2021-03-28,Sports,7,220.32,2021-09-08,Returned
ORD1219,Jennifer Hernandez,jennifer.hernandez@example.com,Male,United Kingdom,2021-11-13,Clothing,2,262.08,2022-07-26,Delivered
ORD1482,Michael Rodriguez,michael.rodriguez@example.com,Female,Canada,2022-08-16,Sports,9,416.71,2023-03-02,Cancelled
ORD1461,Patricia Anderson,patricia.anderson@example.com,Male,United States,2023-02-02,Home & Kitchen,3,317.16,2024-01-30,Delivered
ORD1289,Patricia Smith,patricia.smith@example.com,Female,United Kingdom,2023-04-13,Books,7,302.04,2024-03-25,Returned
ORD1099,Richard Williams,richard.williams@example.com,Male,United Kingdom,2022-10-12,Home & Kitchen,6,157.59,2022-12-19,Cancelled
ORD1314,Karen Jones,karen.jones@example.com,Female,United Kingdom,2022-10-02,Books,6,445.57,2022-12-26,Pending
ORD1187,John Johnson,john.johnson@example.com,Male,United Kingdom,2022-12-17,Electronics,1,54.87,2023-03-23,Cancelled
ORD1330,Charles Lopez,unknown@unknown.com,Male,Canada,2023-05-18,Electronics,3,15.39,2023-07-14,Cancelled
ORD1341,Susan Anderson,susan.anderson@example.com,Male,United States,2021-11-06,Toys,5,364.64,2022-01-08,Pending
ORD1344,Joseph Johnson,joseph.johnson@example.com,Male,Australia,2021-02-19,Clothing,6,262.08,2021-05-29,Cancelled
ORD1178,Richard Jones,richard.jones@example.com,Female,United Kingdom,2022-09-07,Toys,9,331.4,2022-09-08,Returned
ORD1261,William Jones,william.jones@example.com,Male,Canada,2022-04-05,Electronics,1,76.97,2022-08-04,Pending
ORD1281,Joseph Rodriguez,joseph.rodriguez@example.com,Female,United States,2022-04-19,Sports,5,430.79,2022-11-17,Pending
ORD1397,Elizabeth Miller,elizabeth.miller@example.com,Male,Germany,,Home & Kitchen,2,181.54,2023-06-29,Returned
ORD1334,Joseph Wilson,joseph.wilson@example.com,Female,United Kingdom,2022-10-23,Electronics,5,323.61,2022-12-13,Delivered
ORD1322,Karen Miller,karen.miller@example.com,Female,Germany,2022-07-20,Toys,10,68.48,2023-05-08,Pending
ORD1274,Richard Brown,richard.brown@example.com,Female,Germany,2023-03-20,Sports,10,258.15,2023-05-22,Returned
ORD1271,Thomas Davis,thomas.davis@example.com,Male,United Kingdom,2023-02-12,Electronics,4,239.98,2024-01-23,Cancelled
ORD1273,Susan Miller,susan.miller@example.com,Female,Australia,2022-03-25,Books,7,372.01,2022-09-28,Pending
ORD1109,William Anderson,william.anderson@example.com,Male,Australia,2022-05-22,Books,8,20.28,2022-10-10,Pending
ORD1305,Karen Brown,karen.brown@example.com,Female,United States,2022-09-17,Electronics,9,436.08,2023-02-14,Returned
ORD1191,Linda Hernandez,linda.hernandez@example.com,Female,Canada,2022-01-07,Clothing,1,129.57,2022-04-25,Returned
ORD1004,Mary Hernandez,mary.hernandez@example.com,Female,Australia,2021-09-29,Toys,9,449.42,2021-12-09,Delivered
ORD1358,William Smith,william.smith@example.com,Female,Australia,2023-03-25,Books,2,101.56,2024-01-12,Cancelled
ORD1197,Linda Gonzalez,linda.gonzalez@example.com,Male,United States,2021-08-02,Home & Kitchen,6,373.64,2022-06-04,Cancelled
ORD1333,Charles Johnson,charles.johnson@example.com,Female,Canada,2022-08-09,Home & Kitchen,5,46.59,2023-06-04,Returned
ORD1083,Joseph Rodriguez,joseph.rodriguez@example.com,Male,United Kingdom,2023-03-21,Clothing,3,205.72,2023-10-13,Cancelled
ORD1285,Barbara Martinez,barbara.martinez@example.com,Male,United Kingdom,2021-11-13,Sports,2,223.99,2022-03-24,Delivered
ORD1054,Richard Smith,richard.smith@example.com,Female,United States,2022-02-15,Home & Kitchen,6,42.81,2022-05-26,Pending
ORD1444,Michael Gonzalez,michael.gonzalez@example.com,Female,Australia,2022-12-20,Electronics,8,452.26,2023-01-19,Cancelled
ORD1085,Linda Jones,linda.jones@example.com,Female,Australia,2023-04-26,Sports,10,226.14,2024-02-09,Delivered
ORD1485,Elizabeth Johnson,elizabeth.johnson@example.com,Male,Canada,2021-01-30,Home & Kitchen,10,103.24,2021-07-04,Delivered
ORD1180,William Wilson,william.wilson@example.com,Female,Australia,2021-10-10,Books,9,188.26,2022-03-17,Returned
ORD1139,Robert Williams,robert.williams@example.com,Female,United States,2023-03-12,Clothing,3,482.59,2024-04-15,Pending
ORD1495,Karen Anderson,karen.anderson@example.com,Female,Germany,2021-11-24,Clothing,8,268.46,2022-06-19,Delivered
ORD1478,Jessica Gonzalez,jessica.gonzalez@example.com,Female,Germany,2022-04-28,Books,9,19.27,2023-05-10,Cancelled
ORD1320,Karen Hernandez,karen.hernandez@example.com,Male,United States,2022-12-15,Toys,2,43.37,2023-11-24,Delivered
ORD1075,Linda Miller,unknown@unknown.com,Female,Australia,2023-05-18,Home & Kitchen,6,203.29,2024-02-26,Delivered
ORD1008,Linda Williams,linda.williams@example.com,Male,Australia,2023-01-11,Books,7,218.37,2024-01-20,Delivered
ORD1457,Thomas Gonzalez,thomas.gonzalez@example.com,Female,Canada,2023-04-25,Toys,2,370.68,2023-11-21,Returned
ORD1315,Sarah Williams,sarah.williams@example.com,Male,Australia,2021-05-04,Home & Kitchen,4,444.39,2022-11-03,Returned
ORD1356,Patricia Smith,patricia.smith@example.com,Male,United States,2023-03-22,Toys,5,171.83,2023-09-14,Cancelled
ORD1024,Mary Smith,mary.smith@example.com,Male,United Kingdom,2022-08-01,Home & Kitchen,6,375.22,2023-01-08,Delivered
ORD1141,Patricia Davis,patricia.davis@example.com,Female,Australia,2021-07-12,Books,8,411.4,2021-12-19,Cancelled
ORD1155,Barbara Smith,barbara.smith@example.com,Male,United States,2021-06-03,Electronics,9,284.68,2021-08-27,Returned
ORD1368,James Davis,james.davis@example.com,Female,Germany,2022-06-20,Toys,4,27.14,2022-10-09,Cancelled
ORD1192,Jessica Johnson,jessica.johnson@example.com,Male,United Kingdom,2022-04-02,Sports,5,265.77,2022-06-08,Returned
ORD1318,John Martinez,john.martinez@example.com,Male,United Kingdom,,Books,10,5.27,2023-11-01,Returned
ORD1019,Karen Hernandez,karen.hernandez@example.com,Male,Unknown,2021-09-08,Electronics,8,101.25,2022-01-11,Delivered
ORD1329,Patricia Anderson,patricia.anderson@example.com,Female,United Kingdom,2021-08-07,Home & Kitchen,7,494.99,2021-08-23,Cancelled
ORD1051,Elizabeth Hernandez,elizabeth.hernandez@example.com,Male,United States,2021-02-01,Clothing,7,188.18,2021-11-19,Delivered
ORD1039,Patricia Anderson,patricia.anderson@example.com,Male,United States,2022-03-18,Books,10,91.66,2023-03-03,Returned
