OrderID,CustomerName,Email,Gender,Country,SignupDate,ProductCategory,Quantity,Price,OrderDate,Status
ORD1263,Sarah Anderson,sarah.anderson@example.com,female,DE,27-02-2021,Sports,7,145.9,2021-12-12,Canceled
ORD1500,Linda Garcia,linda.garcia@example.com,M,United States,"April 18, 2022",Toys,8,486.54,22-02-2023,Cancelled
ORD1324,William Williams,william.williams@example.com,MALE,UK,2021-11-15,Electronics,1,298.3,03/24/2022,delivered
ORD1411,John Anderson,john.anderson@example.com,male,U.K.,05/11/2023,Books,5,467.81,2024-03-03,delivered
ORD1488,Linda Lopez,linda.lopez@example.com, Male,Australia,"May 22, 2021",Clothing,5,328.75,"December 07, 2021",delivered
ORD1262,  Charles Jones  ,charles.jones@example.com,F,Australia,2022-07-19,Books,10,$50.78,05/14/2023,Pending
ORD1489,Susan Garcia,susan.garcia@example.com,MALE,CANADA,"November 03, 2022",Electronics,3,195.08,"October 13, 2023",Returned
ORD1249,  Robert Smith  ,ROBERT.SMITH@EXAMPLE.COM,FEMALE,AUS,27-05-2021,Books,4,$23.62,12-07-2021,pending
ORD1117,Sarah Martinez,sarah.martinez@example.com,female,Germany,2021-10-30,Clothing,8,$320.85,06-11-2021,Pending
ORD1464,Elizabeth Wilson,elizabeth.wilson@example.com,Female,CANADA,"December 15, 2022",Books,8,$19.34,2023-07-13,pending
ORD1074,Patricia Rodriguez,patricia.rodriguez@example.com,M,germany,06/06/2023,Toys,6,498.0,2024-02-16,delivered
ORD1370,Susan Gonzalez,SUSAN.GONZALEZ@EXAMPLE.COM,M,US,2021-12-04,Home & Kitchen,5,$140.46,"March 28, 2022",Delivered
ORD1244,Jessica Thomas,jessica.thomas@example.com, Male,AUS,2022-05-09,Home & Kitchen,6,317.97,07-02-2023,delivered
ORD1299,Jennifer Miller,jennifer.miller@example.com,Female,United States,01/14/2021,Books,7,302.93,26-11-2021,returned
ORD1167,Sarah Smith,sarah.smith@example.com,MALE,uk,,Sports,6 units,$93.11,10-07-2021,returned
ORD1355,Patricia Anderson,patricia.anderson@example.com,Male,U.K.,"June 12, 2023",Toys,2,150.1,2023-12-05,cancelled
ORD1357,Richard Johnson,richard.johnson@example.com,Male,AUS,2021-05-23,Toys,5,128.03,"January 22, 2022",Cancelled
ORD1154,Karen Rodriguez,karen.rodriguez@example.com,female,australia,"January 30, 2022",Sports,3,34.03,"September 01, 2022",Returned
ORD1245,Elizabeth Miller,,female,Australia,"January 03, 2022",Sports,8,100.58,"September 11, 2022",DELIVERED
ORD1438,Jessica Garcia,jessica.garcia@example.com,female,DE,"September 25, 2022",Electronics,3,252.22,01/22/2023,Delivered
ORD1335,Michael Hernandez,michael.hernandez@example.com,F,Germany,,Home & Kitchen,5,204.89,2024-01-12,Returned
ORD1158,William Thomas,william.thomas@example.com,Female,United Kingdom,30-04-2023,Home & Kitchen,2,74.52,24-06-2023,Cancelled
ORD1250,Linda Miller,linda.miller@example.com, Male,DE,02/28/2023,Clothing,2,484.44,2024-02-07,DELIVERED
ORD1269,  John Smith  ,john.smith@example.com,female,DE,12/17/2021,Electronics,2,$75.47,2022-02-22,Returned
ORD1405,James Miller,james.miller@example.com,M,Canada,04/15/2022,Home & Kitchen,2,135.09,"June 19, 2022",Delivered
ORD1282,  Karen Davis  ,karen.davis@example.com,Male,canada,"March 23, 2022",Electronics,4,132.91,2022-06-22,Returned
ORD1350,Michael Rodriguez,michael.rodriguez@example.com,FEMALE,australia,"September 17, 2022",Books,1,46.2,06/20/2023,cancelled
ORD1108,Elizabeth Williams,elizabeth.williams@example.com,M,CANADA,"February 02, 2022",Toys,7,271.0,05/02/2022,returned
ORD1081,  Linda Davis  ,linda.davis@example.com,male,australia,,Toys,3,439.81,08-09-2021,PENDING
ORD1498,William Gonzalez,william.gonzalez@example.com,F,Australia,"July 01, 2021",Toys,6,$343.26,"February 01, 2022",Returned
ORD1041,  Richard Rodriguez  ,RICHARD.RODRIGUEZ@EXAMPLE.COM, Male,Canada,12/27/2021,Toys,5,331.29,2022-11-14,pending
ORD1052,Karen Johnson,karen.johnson@example.com,FEMALE,australia,2022-06-09,Electronics,5,265.83,2023-04-12,Delivered
ORD1162,Mary Miller,mary.miller@example.com,F,U.S.A,2022-07-09,Books,2,$283.13,01/25/2023,PENDING
ORD1306,Barbara Hernandez,barbara.hernandez@example.com,MALE,USA,01-05-2022,Clothing,2,210.43,"May 22, 2023",Cancelled
ORD1044,Mary Martinez,mary.martinez@example.com, Male,australia,"January 31, 2023",Sports,3,417.68,2023-06-24,Pending
ORD1059,Elizabeth Garcia,elizabeth.garcia@example.com,female,UK,2023-05-15,Toys,9,$384.32,08/07/2023,Canceled
ORD1393,James Lopez,james.lopez@example.com,Male,Canada,"May 28, 2021",Clothing,1,$349.41,"May 20, 2022",Pending
ORD1125,David Davis,david.davis@example.com,male,australia,04-05-2021,Clothing,8,$64.36,2022-04-30,cancelled
ORD1416,William Wilson,william.wilson@example.com,male,Canada,2021-05-06,Electronics,6,$164.17,09/29/2021,Cancelled
ORD1420,Mary Brown,MARY.BROWN@EXAMPLE.COM,F,australia,"May 22, 2021",Home & Kitchen,3,483.09,07/24/2021,returned
ORD1067,  Susan Garcia  ,susan.garcia@example.com,M,australia,2023-03-22,Sports,7,341.31,"January 28, 2024",Delivered
ORD1365,William Wilson,william.wilson@example.com,,uk,12/06/2022,Books,2,$326.9,2023-06-13,Delivered
ORD1382,Thomas Lopez,thomas.lopez@example.com,Female,United Kingdom,11/02/2022,Books,2,174.73,02/14/2023,Delivered
ORD1046,Linda Hernandez,linda.hernandez@example.com,M,UK,03/29/2023,Electronics,3,122.78,04/25/2023,Returned
ORD1102,Michael Thomas,michael.thomas@example.com,F,AUS,"November 30, 2021",Books,6,298.15,2022-09-08,Returned
ORD1379,Thomas Garcia,thomas.garcia@example.com,female,Australia,2023-03-13,Toys,10,297.64,"May 20, 2023",delivered
ORD1048,Robert Jones,robert.jones@example.com,FEMALE,germany,"September 12, 2022",Sports,2,385.64,05/02/2023,returned
ORD1360,Sarah Thomas,sarah.thomas@example.com, Male,Germany,"January 22, 2022",Toys,7,$62.27,02/06/2023,DELIVERED
ORD1016,William Rodriguez,william.rodriguez@example.com,F,AUS,04-07-2022,Electronics,5,$136.41,13-07-2023,Returned
ORD1240,Mary Brown,mary.brown@example.com, Female ,canada,2023-04-02,Toys,7,124.69,25-12-2023,cancelled
ORD1138,Robert Gonzalez,robert.gonzalez@example.com,Male,Australia,06/21/2021,Clothing,1,220.52,22-04-2022,PENDING
ORD1228,Patricia Miller,patricia.miller@example.com,female,CANADA,14-03-2021,Home & Kitchen,9,238.01,2021-04-11,returned
ORD1412,Patricia Brown,patricia.brown@example.com,Male,Canada,2022-05-18,Books,2,445.41,08/09/2022,Pending
ORD1068,Barbara Lopez,barbara.lopez@example.com,MALE,canada,08/11/2022,Books,6,61.16,2023-02-26,pending
ORD1426,David Williams,david.williams@example.com, Male,,06/14/2023,Electronics,1,418.5,2023-08-29,delivered
ORD1391,Jessica Lopez,jessica.lopez@example.com,Male,UK,"February 04, 2022",Books,2,$364.72,04/11/2022,returned
ORD1390,Patricia Davis,patricia.davis@example.com,Female,U.S.A,2021-03-28,Clothing,7,$341.32,30-08-2021,Pending
ORD1388,James Brown,,Male,U.S.A,2022-10-05,Electronics,2,$427.1,"October 29, 2023",cancelled
ORD1272,Susan Miller,susan.miller@example.com,Female,Germany,05-01-2022,Electronics,2,145.39,08/21/2022,returned
ORD1366,  Jessica Davis  ,JESSICA.DAVIS@EXAMPLE.COM,F,US,"May 11, 2022",Clothing,2,431.79,2023-05-05,returned
ORD1327,Patricia Brown,PATRICIA.BROWN@EXAMPLE.COM, Male,germany,"May 08, 2022",Clothing,1,220.74,10/15/2022,cancelled
ORD1203,Richard Miller,richard.miller@example.com, Male,AUS,16-10-2022,Sports,7,94.3,"January 05, 2023",pending
ORD1128,Jennifer Rodriguez,jennifer.rodriguez@example.com, Male,U.K.,"July 18, 2022",Home & Kitchen,7,442.9,2023-04-23,returned
ORD1496,Barbara Williams,barbara.williams@example.com,F,canada,01/31/2021,Clothing,10,$497.93,"November 12, 2021",cancelled
ORD1295,Karen Anderson,karen.anderson@example.com,male,canada,2023-02-01,Toys,7,123.84,02/12/2023,cancelled
ORD1483,Elizabeth Miller,elizabeth.miller@example.com,Female,U.K.,2021-09-25,Toys,3,164.88,13-10-2021,DELIVERED
ORD1371,Elizabeth Thomas,elizabeth.thomas@example.com, Female ,United States,"February 09, 2023",Sports,9,204.31,01/27/2024,Cancelled
ORD1156,Richard Jones,richard.jones@example.com,Male,uk,06/10/2023,Books,6,$29.92,01/03/2024,delivered
ORD1137,Richard Lopez,,FEMALE,CANADA,2023-02-10,Home & Kitchen,9,$117.62,"November 05, 2023",Returned
ORD1267,Mary Rodriguez,mary.rodriguez@example.com,Female,DE,06/11/2022,Clothing,2,164.69,13-11-2022,Pending
ORD1340,John Anderson,john.anderson@example.com, Male,germany,2022-08-13,Home & Kitchen,8,397.21,"November 11, 2022",Cancelled
ORD1135,Robert Hernandez,robert.hernandez@example.com,Female,uk,14-04-2021,Clothing,7,$366.34,2021-08-14,delivered
ORD1210,Elizabeth Anderson,elizabeth.anderson@example.com,male,CANADA,01/18/2023,Sports,1,$265.77,01-05-2023,delivered
ORD1211,James Williams,james.williams@example.com,,Australia,2022-06-05,Books,10,252.82,2022-06-17,Canceled
ORD1499,Karen Davis,karen.davis@example.com, Male,Australia,09/13/2021,Books,2 units,302.66,06/02/2022,cancelled
ORD1238,Charles Jones,charles.jones@example.com,M,uk,2022-06-25,Electronics,3,419.62,01/08/2023,Returned
ORD1440,Jennifer Wilson,jennifer.wilson@example.com,Male,,2021-05-24,Books,10 units,96.73,"April 18, 2022",Cancelled
ORD1084,Linda Smith,linda.smith@example.com,F,Germany,01/04/2022,Electronics,8,253.75,2022-06-13,pending
ORD1119,Thomas Miller,thomas.miller@example.com,FEMALE,U.S.A,01/18/2023,Electronics,7,32.24,2023-04-18,DELIVERED
ORD1348,Karen Anderson,karen.anderson@example.com,F,US,01-03-2022,Clothing,6,31.77,02/16/2023,returned
ORD1171,Linda Brown,linda.brown@example.com,M,CANADA,12/12/2022,Home & Kitchen,6,160.04,"November 06, 2023",pending
ORD1418,Charles Smith,charles.smith@example.com,Female,Germany,2021-01-17,Books,5,203.17,2021-11-27,returned
ORD1386,David Garcia,,MALE,CANADA,07/19/2022,Clothing,6,404.83,"November 15, 2022",Pending
ORD1377,Susan Smith,susan.smith@example.com,Male,USA,01-02-2023,Clothing,4,$491.55,10/13/2023,pending
ORD1204,William Lopez,william.lopez@example.com, Female ,Germany,18-07-2022,Books,8 units,,26-09-2022,delivered
ORD1060,Susan Lopez,susan.lopez@example.com, Female ,Australia,"November 13, 2021",Clothing,6,223.1,"July 29, 2022",Cancelled
ORD1234,John Miller,john.miller@example.com,FEMALE,,2022-10-26,Books,7,72.92,"October 18, 2023",cancelled
ORD1106,Patricia Smith,patricia.smith@example.com,male,Germany,"March 13, 2022",Books,3,200.81,"October 30, 2022",Returned
ORD1280,Patricia Hernandez,patricia.hernandez@example.com,FEMALE,U.S.A,"November 04, 2021",Home & Kitchen,4,260.11,11/14/2021,Returned
ORD1056,Joseph Martinez,joseph.martinez@example.com, Female ,,13-01-2022,Electronics,10,292.26,"February 04, 2022",cancelled
ORD1091,Sarah Wilson,sarah.wilson@example.com,MALE,U.K.,06-04-2022,Sports,4,$304.46,05/01/2023,Returned
ORD1169,James Thomas,james.thomas@example.com, Female ,U.K.,26-03-2023,Electronics,9,25.68,2024-01-01,Pending
ORD1057,Thomas Jones,thomas.jones@example.com,Female,United Kingdom,"March 25, 2022",Toys,3,196.77,21-04-2022,delivered
ORD1408,  Susan Miller  ,susan.miller@example.com,Female,Australia,"March 24, 2023",Sports,7,$115.85,07-08-2023,Returned
ORD1190,Barbara Miller,barbara.miller@example.com,M,germany,2022-04-03,Home & Kitchen,8,87.95,"February 21, 2023",Delivered
ORD1089,Patricia Johnson,patricia.johnson@example.com,male,australia,2021-08-11,Home & Kitchen,4,162.86,01/23/2022,Pending
ORD1300,John Smith,john.smith@example.com,Male,UK,10/04/2022,Books,3 units,$87.22,"June 10, 2023",delivered
ORD1025,Richard Gonzalez,richard.gonzalez@example.com,Male,CANADA,2021-05-04,Books,6,11.26,12-12-2021,Returned
ORD1115,Patricia Smith,patricia.smith@example.com, Male,United States,2023-04-17,Books,3,49.22,23-10-2023,cancelled
ORD1140,Susan Rodriguez,susan.rodriguez@example.com,Female,Australia,,Home & Kitchen,4,137.95,04-05-2023,pending
ORD1463,Sarah Miller,, Female ,Germany,05/11/2022,Clothing,5,316.86,2022-10-10,Cancelled
ORD1032,John Rodriguez,john.rodriguez@example.com,M,germany,25-04-2022,Home & Kitchen,9,301.03,01-03-2023,Delivered
ORD1383,Sarah Rodriguez,sarah.rodriguez@example.com,F,usa,2022-03-06,Home & Kitchen,3,35.09,"September 26, 2022",Delivered
ORD1445,Linda Wilson,linda.wilson@example.com,Male,United Kingdom,"May 10, 2021",Electronics,6,$125.9,2022-01-11,Delivered
ORD1343,Sarah Davis,sarah.davis@example.com,F,United Kingdom,01-07-2021,Sports,7,$10.55,10/01/2021,DELIVERED
ORD1205,Michael Hernandez,MICHAEL.HERNANDEZ@EXAMPLE.COM, Female ,DE,"February 08, 2021",Clothing,5,120.33,09/01/2021,DELIVERED
ORD1287,Jennifer Anderson,jennifer.anderson@example.com,female,CANADA,06/11/2021,Sports,3,397.36,06/23/2022,Pending
ORD1491,Joseph Wilson,JOSEPH.WILSON@EXAMPLE.COM,MALE,US,"September 16, 2021",Home & Kitchen,1,$181.66,2022-08-08,delivered
ORD1248,John Hernandez,john.hernandez@example.com, Male,United States,"February 15, 2023",Home & Kitchen,9,$293.08,"January 05, 2024",Cancelled
ORD1165,Linda Garcia,linda.garcia@example.com,MALE,Australia,07-08-2021,Home & Kitchen,4,240.05,2022-07-06,DELIVERED
ORD1291,Barbara Johnson,BARBARA.JOHNSON@EXAMPLE.COM,F,Canada,2022-07-27,Home & Kitchen,3,$439.56,"April 25, 2023",cancelled
ORD1068,Barbara Lopez,barbara.lopez@example.com,MALE,canada,08/11/2022,Books,6,61.16,2023-02-26,pending
ORD1257,  Joseph Johnson  ,joseph.johnson@example.com, Male,UK,2021-09-02,Sports,10,377.82,"January 17, 2022",Pending
ORD1129,Jessica Lopez,jessica.lopez@example.com,F,CANADA,11-04-2023,Books,9,$120.22,13-08-2023,Delivered
ORD1098,John Williams,john.williams@example.com,Male,U.S.A,"September 21, 2022",Home & Kitchen,1,$228.02,"April 02, 2023",Canceled
ORD1124,Mary Jones,mary.jones@example.com, Male,canada,2021-03-28,Sports,7,220.32,09-08-2021,returned
ORD1219,Jennifer Hernandez,jennifer.hernandez@example.com,male,United Kingdom,"November 13, 2021",Clothing,2,,"July 26, 2022",DELIVERED
ORD1482,Michael Rodriguez,michael.rodriguez@example.com,F,Canada,16-08-2022,Sports,9,$416.71,03/02/2023,Canceled
ORD1461,Patricia Anderson,patricia.anderson@example.com,male,U.S.A,02/02/2023,Home & Kitchen,3,317.16,30-01-2024,delivered
ORD1289,Patricia Smith,patricia.smith@example.com,FEMALE,UK,13-04-2023,Books,7,302.04,03/25/2024,Returned
ORD1311,Linda Brown,linda.brown@example.com,FEMALE,australia,"March 05, 2021",Books,4,265.5,24-09-2021,returned
ORD1099,Richard Williams,richard.williams@example.com,Male,uk,10/12/2022,Home & Kitchen,6 units,157.59,2022-12-19,cancelled
ORD1314,Karen Jones,karen.jones@example.com,FEMALE,U.K.,"October 02, 2022",Books,6,445.57,2022-12-26,PENDING
ORD1187,John Johnson,john.johnson@example.com, Male,uk,"December 17, 2022",Electronics,1,54.87,23-03-2023,cancelled
ORD1330,Charles Lopez,,M,CANADA,05/18/2023,Electronics,3,15.39,14-07-2023,cancelled
ORD1341,Susan Anderson,susan.anderson@example.com,MALE,USA,11-06-2021,Toys,5 units,364.64,2022-01-08,Pending
ORD1344,Joseph Johnson,joseph.johnson@example.com,MALE,Australia,"February 19, 2021",Clothing,6,,2021-05-29,Cancelled
ORD1178,Richard Jones,richard.jones@example.com,female,uk,2022-09-07,Toys,9 units,331.4,"September 08, 2022",returned
ORD1261,William Jones,william.jones@example.com, Male,canada,04/05/2022,Electronics,1,76.97,08-04-2022,pending
ORD1147,William Lopez,william.lopez@example.com,MALE,DE,"March 14, 2021",Toys,2,$152.69,05/24/2021,pending
ORD1281,Joseph Rodriguez,joseph.rodriguez@example.com, Female ,US,04/19/2022,Sports,5,430.79,17-11-2022,PENDING
ORD1397,Elizabeth Miller,elizabeth.miller@example.com,male,DE,,Home & Kitchen,2 units,$181.54,29-06-2023,returned
ORD1334,  Joseph Wilson  ,joseph.wilson@example.com,F,uk,2022-10-23,Electronics,5,323.61,2022-12-13,delivered
ORD1322,Karen Miller,KAREN.MILLER@EXAMPLE.COM,Female,DE,07/20/2022,Toys,10 units,$68.48,05/08/2023,Pending
ORD1274,Richard Brown,richard.brown@example.com,F,DE,"March 20, 2023",Sports,10,$258.15,22-05-2023,returned
ORD1271,Thomas Davis,thomas.davis@example.com, Male,U.K.,2023-02-12,Electronics,4,239.98,2024-01-23,cancelled
ORD1273,Susan Miller,susan.miller@example.com,F,AUS,2022-03-25,Books,7,372.01,09/28/2022,Pending
ORD1190,Barbara Miller,barbara.miller@example.com,M,germany,2022-04-03,Home & Kitchen,8,87.95,"February 21, 2023",Delivered
ORD1109,William Anderson,william.anderson@example.com,MALE,AUS,"May 22, 2022",Books,8 units,20.28,10/10/2022,Pending
ORD1305,Karen Brown,karen.brown@example.com,FEMALE,United States,2022-09-17,Electronics,9,436.08,"February 14, 2023",Returned
ORD1191,Linda Hernandez,linda.hernandez@example.com, Female ,canada,"January 07, 2022",Clothing,1,129.57,04/25/2022,Returned
ORD1004,Mary Hernandez,mary.hernandez@example.com,female,AUS,09/29/2021,Toys,9,449.42,"December 09, 2021",Delivered
ORD1358,William Smith,william.smith@example.com,FEMALE,australia,2023-03-25,Books,2,$101.56,2024-01-12,cancelled
ORD1197,Linda Gonzalez,linda.gonzalez@example.com,male,US,"August 02, 2021",Home & Kitchen,6,373.64,06-04-2022,cancelled
ORD1333,Charles Johnson,charles.johnson@example.com,female,canada,08/09/2022,Home & Kitchen,5,46.59,2023-06-04,returned
ORD1083,Joseph Rodriguez,joseph.rodriguez@example.com,MALE,United Kingdom,21-03-2023,Clothing,3,205.72,2023-10-13,Cancelled
ORD1285,Barbara Martinez,BARBARA.MARTINEZ@EXAMPLE.COM,Male,U.K.,13-11-2021,Sports,2,$223.99,24-03-2022,Delivered
ORD1054,Richard Smith,richard.smith@example.com,F,USA,2022-02-15,Home & Kitchen,6,42.81,26-05-2022,PENDING
ORD1444,Michael Gonzalez,michael.gonzalez@example.com,Female,AUS,"December 20, 2022",Electronics,8,452.26,01/19/2023,Cancelled
ORD1085,Linda Jones,linda.jones@example.com,FEMALE,AUS,04/26/2023,Sports,10 units,226.14,2024-02-09,DELIVERED
ORD1485,Elizabeth Johnson,elizabeth.johnson@example.com,MALE,CANADA,01/30/2021,Home & Kitchen,10,103.24,07-04-2021,Delivered
ORD1180,William Wilson,william.wilson@example.com,F,AUS,"October 10, 2021",Books,9,188.26,17-03-2022,Returned
ORD1139,Robert Williams,robert.williams@example.com,F,US,"March 12, 2023",Clothing,3,$482.59,2024-04-15,PENDING
ORD1495,Karen Anderson,karen.anderson@example.com, Female ,Germany,24-11-2021,Clothing,8,$268.46,2022-06-19,DELIVERED
ORD1478,Jessica Gonzalez,JESSICA.GONZALEZ@EXAMPLE.COM,F,Germany,"April 28, 2022",Books,9 units,19.27,05/10/2023,Cancelled
ORD1320,Karen Hernandez,KAREN.HERNANDEZ@EXAMPLE.COM, Male,USA,"December 15, 2022",Toys,2,$43.37,"November 24, 2023",delivered
ORD1075,Linda Miller,,FEMALE,australia,2023-05-18,Home & Kitchen,6,203.29,26-02-2024,delivered
ORD1008,Linda Williams,linda.williams@example.com, Male,Australia,"January 11, 2023",Books,7 units,218.37,2024-01-20,Delivered
ORD1457,Thomas Gonzalez,thomas.gonzalez@example.com, Female ,Canada,25-04-2023,Toys,2 units,370.68,"November 21, 2023",returned
ORD1315,Sarah Williams,sarah.williams@example.com, Male,AUS,05/04/2021,Home & Kitchen,4,444.39,11-03-2022,Returned
ORD1356,Patricia Smith,patricia.smith@example.com, Male,United States,2023-03-22,Toys,5,171.83,14-09-2023,cancelled
ORD1024,Mary Smith,mary.smith@example.com, Male,uk,08/01/2022,Home & Kitchen,6,$375.22,2023-01-08,delivered
ORD1141,Patricia Davis,patricia.davis@example.com,F,AUS,"July 12, 2021",Books,8,411.4,"December 19, 2021",Canceled
